index,x1,x2,x3,x4,x5,x6,x7,x8,y
0,5.913603444052541,7.856468091090385,7.6767014262230475,59.488758480203686,69.56998834296289,182.94158715878768,191.9631197494735,87.31489332224838,13.934329030282864
1,43.97756174904113,85.45539900844416,8.209722122429778,15.106147992560631,46.13133200245972,768.7709445300085,197.26447964847546,136.95653942994494,-205.81320837363825
2,78.4626765666279,7.745483626511729,5.766864442234836,75.61415807316678,33.14552799704249,839.3383615231768,149.2680197324661,128.70657770321014,-629.5624306066372
3,30.656661361440015,99.53641002816981,9.184463422491694,94.19581588125608,99.44397438670819,436.162144041366,67.87602285208067,156.86448146286241,194.9703103308551
4,34.24764031041825,83.5444564073386,5.030490267696138,16.033989581629672,79.27848831145243,553.4266009022108,31.58161371636231,124.26184134432472,-212.49446684247238
5,25.696752116975773,15.91048233248702,9.277740023804057,58.6604389687677,16.17902204692239,604.5292268802218,273.09341709012693,176.52447866050036,-212.53442658612738
6,9.386391716322033,6.515560162759549,2.247739513207173,75.49669139888937,92.68406465487794,217.32606242966034,167.68273733561773,79.29985137763765,-8.999116528305649
7,82.79402714222739,6.273909138976341,2.11035784145929,50.998847545920924,17.444177238094923,149.06752425800806,281.03780801577045,177.61041113502225,269.9718003407928
8,34.838029869594365,15.128253497545806,7.17034697283654,26.58385783060567,90.13696106368597,40.796531502202654,240.2290769827985,50.62524297229732,221.3059322867038
9,77.2746125889934,22.529378115371657,5.492990315223031,1.9910694912231652,83.95961147382076,541.4713801392688,193.7642398284827,88.39364975231169,-444.248145702726
10,55.538732088227164,57.964283088607175,8.157106587482634,94.43265702340379,35.80369419098348,165.44146103574226,157.6605036873219,61.82155053889467,184.4502114561273
11,20.889939895063698,60.05828494546377,3.5330305102077437,94.18907249047199,13.455230299035001,700.4957261997903,71.12339859187912,90.7910193099533,-351.1717052721678
12,28.726897310107876,87.19659330743575,7.726250765691653,20.73849185212021,92.57030201607819,543.3403505651695,15.480636218757292,168.50601034845357,-173.80724250000196
13,44.163473713086645,23.19739436469397,6.807821321245377,9.818896705663898,58.664495667793744,555.4925673723196,92.0831763338485,135.45492587470278,-361.8369490835356
14,94.5233025021917,22.77416876499404,4.727387795166288,58.93316166798961,33.82625686884673,322.74521313897566,85.26202255366657,185.99533610457348,65.70619327623574
15,80.39520309603708,20.312373333417387,1.97963028779085,4.614093514099991,96.20521255466717,28.379984282845378,245.5621922000773,119.43932647092132,309.29039559734156
16,39.61146377078571,90.77863834308675,1.1450222114673512,11.2651471795479,79.28733529740177,318.2452988610434,62.13037425861588,182.9562975373311,-4.509959955235786
17,86.50536468207464,19.30534648298132,3.442825015192029,74.00109636127367,15.747182349008588,64.36302581945924,100.81314006477446,99.65341601483888,231.45656573623788
18,85.41993028070824,87.2386747576416,3.2894296317459153,36.53984295713599,72.24042915720901,105.67617375608108,54.230485269050654,179.09460796257457,287.0275793538442
19,35.51313157301891,38.612065090014745,5.184643644299884,4.522584675627257,22.5799588041675,669.4889085978347,272.9088209772263,93.55888286589646,-577.7961703364407
20,72.09470808231703,55.083083773874364,9.599356976129135,84.69112897643039,87.92494163557981,316.065260261114,243.15506497691914,19.57597922781523,23.45051169796357
21,91.54816621218961,36.97791107221148,1.944983179411051,46.844937813885466,65.14541282907284,877.9225917088279,67.54918646989807,182.708054292285,-360.5033475796339
22,66.11044265173334,23.09297366431907,1.5463270466885395,16.382326183564963,73.53028911836601,673.8515682277435,97.22386640822242,101.92664251316226,-501.68886104505987
23,54.72030419181701,90.70949457113136,1.3933947274598797,35.64623008300687,88.85171101471711,480.46435314936707,7.25651420149234,42.09518704960719,-266.6972798941075
24,65.0268529821761,10.720031073486702,7.162107677072974,33.06082561002174,26.977717530539028,747.0600066872925,38.944188185396996,90.20061751286286,-529.8802471391889
25,48.176990059302064,64.66334958596221,3.0557276234913133,75.85655172315505,69.47805427455265,288.12609806221917,292.50426022654636,55.415947277826035,-13.513909551047682
26,61.21269935024374,69.75828732325469,2.783485567986231,91.05790758231686,16.39991436975125,448.5507632958966,192.1996985544875,64.95577772848976,-12.322620536922074
27,36.37687906274103,23.727176564070206,9.74795757690541,56.06329157562845,12.700898943358968,104.16941943575057,273.79872144962917,182.43363995154417,180.2315204825755
28,80.45664462907561,79.17459113459401,2.4781822056059752,56.69051589561086,76.90325357665542,68.17513969863253,190.11525613759548,45.62615288179604,316.4789275625957
29,86.17345517837006,47.47705063229121,2.7972173436372176,33.38658821141394,69.06459800433302,995.9474841717623,119.34270325830546,76.85605289475032,-829.4219359497143
30,41.95610728452971,74.59027137847859,3.9809335612969328,13.811813968008316,75.80100105038939,989.2082756682757,36.938509856789054,25.165956482917682,-687.4280192196508
31,40.444094747513205,78.39713557524917,1.7070126475542522,18.6741160926759,40.23477545913924,295.3887706719945,40.579699039166144,30.34407070192096,-99.85435568119959
32,69.9628880595033,3.7855289899684896,6.678595990062857,94.48120427078148,84.75126856864796,262.02753851276304,130.8043393092692,114.97892458411214,95.3638760884237
33,65.51266577727775,8.6332961375866,7.815557247225014,73.6252262522888,70.08135195453613,562.2212896452102,255.75944273381072,198.40983176260468,-198.4029342341134
34,40.49720074811699,59.43994735858744,7.041145675908108,99.28329729764886,71.81306003766275,758.0015558065614,142.13597763330668,55.070470861071655,-359.2210372527418
35,77.3554096687105,48.13355347765776,5.49950635190871,14.85412772929664,56.07142612209096,290.78206401514166,40.98171322025015,138.2765506628543,125.4726957709039
36,18.87133249716046,52.969664021040764,1.2181179444528487,89.42206536950265,70.93901703476713,209.05791027670807,174.5078473912131,106.95189886969693,71.4841183759438
37,13.212621137247924,72.15862016117957,8.553798515997347,1.7925067784098234,77.03007256684118,456.1502944262814,171.02981080659868,189.5671196856535,116.7150312807058
38,23.662411280057984,39.373869026313436,5.345972653381617,17.763661239027776,97.12181646976312,977.3894179654164,141.78162368563068,25.050848975231116,-909.9726921733125
39,86.03478552710745,51.150517309730546,7.124410117652771,45.63087566803234,33.39899041481936,785.164777917518,135.84783199968766,126.57042367911242,-406.9519202983707
40,73.2958010208433,7.677443446853694,9.393002727821855,62.99470292229084,63.536887227969714,194.68017370963216,52.47389824433137,65.27178997762667,34.55103269649626
41,6.045150528152625,29.62733049127747,6.478928136013121,83.15529223850528,89.2380834500289,443.2927876854453,222.09122470818977,121.44280542339027,-135.3503288237807
42,24.654303161701304,84.98273469534543,7.29069770849044,61.29795484522704,59.58392712732772,490.059555147958,35.28337505251254,149.68699869087422,-117.50219402201442
43,2.318075530892211,43.46735558646142,3.2546590189073585,11.456379782868197,36.5635310920769,416.28346051285604,279.2460289142794,192.2577483902216,7.863030354321225
44,94.83961656193043,18.652375359248218,7.1283918880165515,93.08620063500294,61.00656222175789,111.59431594147519,135.95640801583437,150.67024018125912,320.8515256334012
45,49.338350369261626,33.923528333998206,7.496265910071735,15.8048634414532,70.50824251817221,736.0062288099494,186.4702803738207,191.71701445693526,-363.23546855731485
46,26.350517811609162,95.70472787412585,2.1121663583585795,32.28447685454951,16.817818731700633,627.859186128636,138.43375190779568,17.613986417392574,-451.3120964447627
47,76.71631163771761,44.62083329600004,9.534966359647974,70.58257895244272,59.27782819906529,593.3401673504492,158.11598964546164,117.27816183590231,-178.33517516656678
48,18.06439474189466,32.03657059691321,9.63078708145905,12.396001990599958,24.877518479702047,696.1808963480056,247.5467438821912,174.653896509661,-413.5167019513949
49,92.06163712914258,86.3363731495733,3.256938897956693,37.01187063099155,95.92856929173657,878.8053519443926,57.40207532092998,173.1629388417676,-300.89915650892925
50,11.6344193737828,40.329977146349684,7.787083583565688,60.70232259359814,93.2671341585208,977.5453444922805,135.34052988304435,183.13843601330183,-809.7116240544456
51,75.22945023523168,47.98238979214056,7.076600306242773,76.04365372241386,29.37942054440061,699.5712532969549,127.55968765651647,90.37011522646031,-233.10238853445586
52,67.59679365728041,9.31682261484531,3.147946488305248,12.808010653169752,27.593368040817936,329.63887977209896,87.02534078982427,125.42313806881174,-139.5805722294773
53,82.10076542701677,26.658471972199628,9.6675709574689,49.53692440358439,55.168801564180214,870.3519866851088,66.70031034761226,138.26838001184166,-436.9821503222262
54,62.42178397521681,79.5353835890431,7.487571783266288,84.8496170297684,41.75764022905841,410.67747632132495,84.56981806811478,27.22848157341547,-125.77622438734551
55,12.931682750408264,23.17667644297885,8.423427512910305,74.25399292925765,55.785689102631245,421.2483694723369,202.8419547099319,80.78619874219876,-107.24927308895202
56,29.221875658042073,1.2272403779692076,6.97773879874304,75.49440047147985,40.90563364937148,908.4857721003544,140.96039674174204,34.82116056208943,-724.7522671398343
57,2.7533355437430105,69.96071718880725,9.393450164750142,42.17489479947136,84.80566157041838,809.1888471651004,147.53350784235425,132.1297671639618,-447.7876726334423
58,96.25174641839513,83.59898535835308,6.9691635357187485,21.772945621380817,83.43112961166139,989.9859907763037,51.538005386580664,128.9787589511236,-495.52456846197276
59,74.20768258606881,78.04181729785066,3.27532334473616,30.67025745063848,41.0973404489626,805.0597457088072,163.1630816221472,108.56963684251433,-592.1378420895646
60,46.074117525509934,31.67524111617148,8.128968723637882,31.42389342550016,78.83499867878655,193.79574744204703,158.1998188530444,96.28174267292448,-31.700955878362038
61,22.706212456280966,96.85376144373326,5.38976058589747,90.52047387123105,27.03683917617864,814.739380957711,42.96829137953062,134.03292125921655,-334.92062393653833
